,model,finetuned_dataset,model_name,dataset_name,task_type,batch_size,lr_scheduler_type,learning_rate,gradient_accumulation_steps,num_train_epochs,seed,dataset_path,train_runtime,eval_accuracy,push_to_hub,hub_model_id,push_to_hub_organization,hub_token,peft_method,lora_attention_dimension,lora_alpha,lora_dropout,lora_bias
2271,SetFit/distilbert-base-uncased__sst2__train-16-0,tweet_eval/sentiment,SetFit/distilbert-base-uncased__sst2__train-16-0,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,252.5798087120056,0.71,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2272,phailyoor/distilbert-base-uncased-finetuned-yahd,tweet_eval/sentiment,phailyoor/distilbert-base-uncased-finetuned-yahd,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,160.04046821594238,0.69,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2273,abdelkader/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,abdelkader/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,244.74650835990903,0.7065,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2274,amyma21/sincere_question_classification,tweet_eval/sentiment,amyma21/sincere_question_classification,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,162.47099089622498,0.7125,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2275,moghis/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,moghis/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,192.77779912948608,0.707,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2276,cambridgeltl/guardian_news_distilbert-base-uncased,tweet_eval/sentiment,cambridgeltl/guardian_news_distilbert-base-uncased,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,218.52619647979736,0.709,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2277,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,tweet_eval/sentiment,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,355.0116913318634,0.715,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2278,uygarkurt/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,uygarkurt/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,230.44549870491028,0.71,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2279,marcelcastrobr/sagemaker-distilbert-emotion,tweet_eval/sentiment,marcelcastrobr/sagemaker-distilbert-emotion,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,364.73180890083313,0.7095,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2280,Anthos23/FS-distilroberta-fine-tuned,tweet_eval/sentiment,Anthos23/FS-distilroberta-fine-tuned,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,214.923659324646,0.723,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2281,jaesun/distilbert-base-uncased-finetuned-cola,tweet_eval/sentiment,jaesun/distilbert-base-uncased-finetuned-cola,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,188.1570281982422,0.7065,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2282,arianpasquali/distilbert-base-multilingual-cased-toxicity,tweet_eval/sentiment,arianpasquali/distilbert-base-multilingual-cased-toxicity,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,238.4968514442444,0.672,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2283,connectivity/cola_6ep_ft-33,tweet_eval/sentiment,connectivity/cola_6ep_ft-33,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,316.60060024261475,0.722,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2284,usami/distilbert-base-uncased-finetuned-cola,tweet_eval/sentiment,usami/distilbert-base-uncased-finetuned-cola,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,169.2149703502655,0.7165,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2285,Jeevesh8/feather_berts_46,tweet_eval/sentiment,Jeevesh8/feather_berts_46,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,336.2626314163208,0.7165,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2286,SetFit/distilbert-base-uncased__sst2__train-32-9,tweet_eval/sentiment,SetFit/distilbert-base-uncased__sst2__train-32-9,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,236.42926216125488,0.7115,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2287,Jeevesh8/init_bert_ft_qqp-49,tweet_eval/sentiment,Jeevesh8/init_bert_ft_qqp-49,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,371.98013138771057,0.702,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2288,strickvl/nlp-redaction-classifier,tweet_eval/sentiment,strickvl/nlp-redaction-classifier,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,252.21046614646912,0.719,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2289,crcb/isear_bert,tweet_eval/sentiment,crcb/isear_bert,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,395.7375349998474,0.7195,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2290,vesteinn/XLMR-ENIS-finetuned-cola,tweet_eval/sentiment,vesteinn/XLMR-ENIS-finetuned-cola,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,362.5671494007111,0.7065,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2291,ncduy/roberta-imdb-sentiment-analysis,tweet_eval/sentiment,ncduy/roberta-imdb-sentiment-analysis,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,366.7503364086151,0.735,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2292,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,tweet_eval/sentiment,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,160.71840500831604,0.7115,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2293,Capreolus/bert-base-msmarco,tweet_eval/sentiment,Capreolus/bert-base-msmarco,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,416.5760395526886,0.7285,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2294,Jeevesh8/bert_ft_qqp-40,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-40,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,314.2341861724853,0.713,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2295,markt23917/finetuning-sentiment-model-3000-samples,tweet_eval/sentiment,markt23917/finetuning-sentiment-model-3000-samples,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,221.8919372558593,0.711,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2296,milyiyo/selectra-small-finetuned-amazon-review,tweet_eval/sentiment,milyiyo/selectra-small-finetuned-amazon-review,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,184.31923174858093,0.598,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2297,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,tweet_eval/sentiment,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,221.34301447868347,0.4345,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2298,neibla/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,neibla/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,350.26270866394043,0.709,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2299,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,tweet_eval/sentiment,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,444.80246591567993,0.72,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2300,pietrotrope/emotion_final,tweet_eval/sentiment,pietrotrope/emotion_final,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,355.5929665565491,0.708,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2301,isakbos/Q8BERT_COLA_L_512,tweet_eval/sentiment,isakbos/Q8BERT_COLA_L_512,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,426.5129232406616,0.558,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2302,aXhyra/demo_sentiment_31415,tweet_eval/sentiment,aXhyra/demo_sentiment_31415,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,247.7814757823944,0.7305,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2303,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,tweet_eval/sentiment,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,311.1110682487488,0.726,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2304,aXhyra/presentation_sentiment_1234567,tweet_eval/sentiment,aXhyra/presentation_sentiment_1234567,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,238.4167082309723,0.7355,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2305,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,tweet_eval/sentiment,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,208.39957475662231,0.709,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2306,IMSyPP/hate_speech_it,tweet_eval/sentiment,IMSyPP/hate_speech_it,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,343.51966404914856,0.6465,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2307,Jeevesh8/bert_ft_qqp-9,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-9,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,363.0595874786377,0.714,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2308,oferweintraub/bert-base-finance-sentiment-noisy-search,tweet_eval/sentiment,oferweintraub/bert-base-finance-sentiment-noisy-search,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,318.24472999572754,0.708,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2309,aXhyra/presentation_emotion_31415,tweet_eval/sentiment,aXhyra/presentation_emotion_31415,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,217.8839557170868,0.7195,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2310,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,tweet_eval/sentiment,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,317.25550961494446,0.7165,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2311,saattrupdan/job-listing-relevance-model,tweet_eval/sentiment,saattrupdan/job-listing-relevance-model,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,314.0651433467865,0.721,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2312,JB173/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,JB173/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,223.60939741134644,0.709,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2313,Jeevesh8/lecun_feather_berts-3,tweet_eval/sentiment,Jeevesh8/lecun_feather_berts-3,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,321.0222918987274,0.7135,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2314,anirudh21/bert-base-uncased-finetuned-qnli,tweet_eval/sentiment,anirudh21/bert-base-uncased-finetuned-qnli,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,374.44896817207336,0.724,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2315,viviastaari/finetuning-sentiment-analysis-en-id,tweet_eval/sentiment,viviastaari/finetuning-sentiment-analysis-en-id,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,176.9863030910492,0.6425,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2316,connectivity/feather_berts_28,tweet_eval/sentiment,connectivity/feather_berts_28,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,429.0815496444702,0.7095,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2317,Jeevesh8/bert_ft_qqp-88,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-88,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,428.2856283187866,0.7225,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2318,connectivity/bert_ft_qqp-7,tweet_eval/sentiment,connectivity/bert_ft_qqp-7,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,587.0833821296692,0.7155,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2319,connectivity/cola_6ep_ft-10,tweet_eval/sentiment,connectivity/cola_6ep_ft-10,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,376.6762490272522,0.7125,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2320,Jeevesh8/6ep_bert_ft_cola-47,tweet_eval/sentiment,Jeevesh8/6ep_bert_ft_cola-47,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,438.49769353866577,0.7235,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2321,jb2k/bert-base-multilingual-cased-language-detection,tweet_eval/sentiment,jb2k/bert-base-multilingual-cased-language-detection,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,397.7332451343536,0.6445,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2322,Jeevesh8/feather_berts_96,tweet_eval/sentiment,Jeevesh8/feather_berts_96,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,320.68595242500305,0.714,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2323,dhimskyy/wiki-bert,tweet_eval/sentiment,dhimskyy/wiki-bert,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,221.1152131557465,0.564,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2324,Jeevesh8/init_bert_ft_qqp-24,tweet_eval/sentiment,Jeevesh8/init_bert_ft_qqp-24,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,317.88708543777466,0.7095,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2325,cross-encoder/ms-marco-MiniLM-L-4-v2,tweet_eval/sentiment,cross-encoder/ms-marco-MiniLM-L-4-v2,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,70.90125226974487,0.654,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2326,AnonymousSub/dummy_2,tweet_eval/sentiment,AnonymousSub/dummy_2,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,341.47403287887573,0.6625,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2327,aXhyra/emotion_trained_31415,tweet_eval/sentiment,aXhyra/emotion_trained_31415,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,366.1824629306793,0.7095,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2328,cross-encoder/quora-distilroberta-base,tweet_eval/sentiment,cross-encoder/quora-distilroberta-base,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,209.3821041584015,0.692,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2329,Jeevesh8/bert_ft_qqp-55,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-55,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,371.0330331325531,0.715,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2330,connectivity/bert_ft_qqp-17,tweet_eval/sentiment,connectivity/bert_ft_qqp-17,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,314.65960812568665,0.713,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2331,vinai/bertweet-base,tweet_eval/sentiment,vinai/bertweet-base,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,303.75756549835205,0.729,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2332,juliensimon/autonlp-imdb-demo-hf-16622767,tweet_eval/sentiment,juliensimon/autonlp-imdb-demo-hf-16622767,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,164.68352890014648,0.717,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2333,Jeevesh8/6ep_bert_ft_cola-12,tweet_eval/sentiment,Jeevesh8/6ep_bert_ft_cola-12,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,443.8305747509002,0.725,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2334,Aureliano/distilbert-base-uncased-if,tweet_eval/sentiment,Aureliano/distilbert-base-uncased-if,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,245.2608904838562,0.712,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2335,Jeevesh8/bert_ft_qqp-68,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-68,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,365.1028828620911,0.7115,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2336,aviator-neural/bert-base-uncased-sst2,tweet_eval/sentiment,aviator-neural/bert-base-uncased-sst2,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,684.6270325183868,0.6885,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2337,rmihaylov/roberta-base-sentiment-bg,tweet_eval/sentiment,rmihaylov/roberta-base-sentiment-bg,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,257.3848512172699,0.6775,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2338,Recognai/bert-base-spanish-wwm-cased-xnli,tweet_eval/sentiment,Recognai/bert-base-spanish-wwm-cased-xnli,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,621.0070509910583,0.603,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2339,Nanatan/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,Nanatan/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,190.7069945335388,0.705,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2340,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,tweet_eval/sentiment,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,803.0516164302826,0.578,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2341,distilbert-base-uncased,tweet_eval/sentiment,distilbert-base-uncased,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,359.4291093349457,0.7135,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2342,Jeevesh8/init_bert_ft_qqp-28,tweet_eval/sentiment,Jeevesh8/init_bert_ft_qqp-28,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,388.907680273056,0.707,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2343,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,tweet_eval/sentiment,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,377.5642514228821,0.73,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2344,Jeevesh8/lecun_feather_berts-51,tweet_eval/sentiment,Jeevesh8/lecun_feather_berts-51,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,459.23135113716125,0.7105,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2345,vinai/bertweet-covid19-base-uncased,tweet_eval/sentiment,vinai/bertweet-covid19-base-uncased,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,302.1525185108185,0.7295,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2346,bert-base-uncased,tweet_eval/sentiment,bert-base-uncased,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,431.7398066520691,0.718,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2347,finiteautomata/betonews-tweetcontext,tweet_eval/sentiment,finiteautomata/betonews-tweetcontext,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,429.9353947639465,0.605,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2348,roberta-base,tweet_eval/sentiment,roberta-base,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,420.3453176021576,0.729,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2349,vinai/bertweet-covid19-base-cased,tweet_eval/sentiment,vinai/bertweet-covid19-base-cased,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,412.43267488479614,0.727,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2350,connectivity/bert_ft_qqp-1,tweet_eval/sentiment,connectivity/bert_ft_qqp-1,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,317.217915058136,0.7145,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2351,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,tweet_eval/sentiment,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,837.2492220401764,0.6345,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2352,michiyasunaga/LinkBERT-base,tweet_eval/sentiment,michiyasunaga/LinkBERT-base,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,404.3058161735535,0.7045,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2353,Jeevesh8/6ep_bert_ft_cola-29,tweet_eval/sentiment,Jeevesh8/6ep_bert_ft_cola-29,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,489.0774922370911,0.723,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2354,Jeevesh8/bert_ft_qqp-39,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-39,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,316.22676157951355,0.7065,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2355,Jeevesh8/lecun_feather_berts-8,tweet_eval/sentiment,Jeevesh8/lecun_feather_berts-8,sentiment,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,314.2973346710205,0.715,True,,TransferGraph,,lora,1.0,1.0,0.1,none
